MasterID	id	Volume	PageNum	StartMonth	StartYear	EndMonth	EndYear	EventTimeframe	Guberniya1	Guberniya2	Guberniya3	Guberniya4	NumUyezd	NumVillage	NumEstate	PeasantType	PeasantNum	PeasantCause1	PeasantCause2	PeasantCause3	PeasantCause4	PeasantCause5	PeasantAction1	PeasantAction2	PeasantAction3	PeasantAction4	PeasantAction5	GovtResponse1	GovtResponse2	GovtResponse3	GovtResponse4	GovtResponse5	Notable	TimeStamp	Problem	UyezdNum	VillageNum	PubNum	PubCause	Notes	Translation	EstateNum
665	705	2	593	4	1858	4	1858	1	26				1	1	1	3		2					27					9999					0	"2010-08-29 01:09:55"	0							
666	706	2	593	4	1858	4	1858	3	10				1	1	1	3		14					2					1					0	"2010-08-29 01:10:38"	0							
667	707	2	593	4	1858	4	1858	3	29				1	1	1	3		18					2					9999					0	"2010-08-29 01:11:12"	0							
668	708	2	593	4	1858	4	1860	2	43				1	1	1	3		11	16	18			16					9999					0	"2010-08-29 01:11:49"	0							
669	709	2	593	4	1858	7	1858	2	19				1	1	1	3		1	2				12					9999					0	"2010-08-29 01:12:47"	0							
670	710	2	594	4	1858	4	1858	3	33				1	9999	1	3		14					2					9999					0	"2010-08-29 01:13:56"	0							
671	711	2	594	4	1858	4	1858	3	33				1	6	9999	6		14	12				2					9999					0	"2010-08-29 01:14:28"	0							
672	712	2	594	4	1858	9	1858	3	51				1	1	1	3		1					2					9999					0	"2010-08-29 01:15:42"	0							
673	713	2	594	4	1858	4	1858	3	23				1	1	1	3	"1722"	14					30					1					0	"2010-08-29 01:16:17"	0							
674	714	2	594	4	1858	4	1858	3	30				1	1	1	3		9999					2					9999					0	"2010-08-29 01:17:01"	0							
675	715	2	594	4	1858	4	1858	3	46				1	1	1	3		14					7					9999					0	"2010-08-29 01:17:37"	0							
676	716	2	594	4	1858	4	1858	3	24				1	2	1	3		14					7					9999					0	"2010-08-29 01:18:16"	0							
677	717	2	594	4	1858	4	1858	3	25				2	7	2	3		14					5	7				9999					0	"2010-08-29 01:18:53"	0							
678	718	2	595	4	1858	4	1858	1	23				1	1	1	3	"3"	2					26					9999					0	"2010-08-29 01:19:37"	0							
679	719	2	595	4	1858	4	1858	1	23				1	1	1	3		2					26					9999					0	"2010-08-29 01:20:21"	0							
680	720	2	595	4	1858	4	1858	3	25				1	9999	1	3	"100"	9999					5					9999					0	"2010-08-29 01:20:58"	0							
681	721	2	595	4	1858	4	1859	2	19				1	2	1	3	"220"	2	18				14	16				9999					0	"2010-08-29 01:21:29"	0							
682	722	2	595	4	1858	4	1858	3	21				1	1	1	3		22					2					1					0	"2010-08-29 01:22:53"	0							
683	723	2	595	4	1858	5	1858	3	43				1	9999	1	3	"500"	14	2				5	2	36			9999					0	"2010-08-29 01:23:39"	0							
684	724	2	595	4	1858	4	1858	1	46				1	1	9999	2	"more than 100"	8					18					9999					1	"2010-08-29 01:24:43"	0					"Note: Peasants demand to be given back the money they payed for taxes because of rumours of a manifest that releases the peasants from paying taxes for one and a half years beginning in 1856."		
685	725	2	595	4	1858	4	1858	3	30				1	1	1	3	"114"	14	2				7	2	36			1					0	"2010-08-29 01:26:54"	0							
686	726	2	596	4	1858	7	1858	2	6				9999	9999	6	3		27					30					9999					0	"2010-08-29 01:27:50"	0					"Other: unrest because of the release of the Regulations about peasants of Estonia Gubernia of 1856."		"56"
687	727	2	596	4	1858	5	1858	3	34				1	1	1	3		2					2	36				9999					0	"2010-08-29 01:30:36"	0							
688	728	2	596	4	1858	5	1858	3	33				1	1	1	3		12					2	7	5			1					0	"2010-08-29 01:31:24"	0							
689	729	2	596	4	1858	4	1858	3	3				9999	2	9999	3		9999					7					9999					0	"2010-08-29 01:32:24"	0							
690	730	2	596	4	1858	4	1858	3	18				1	1	1	3		14					3					9999					0	"2010-08-29 01:32:57"	0							
691	731	2	596	4	1858	4	1858	3	52				1	1	1	3		4					6					1					0	"2010-08-29 01:33:46"	0							
692	732	2	596	4	1858	4	1858	3	49				2	6	6	3		14					2					9999					0	"2010-08-29 01:34:35"	0		"7"					"6"
693	733	2	596	4	1858	4	1858	3	34				1	3	1	3	"110"	14					7					9999					0	"2010-08-29 01:35:48"	0							
694	734	2	597	4	1858	4	1858	3	34				1	9999	3	3		14					7	5				9999					0	"2010-08-29 01:36:46"	0							
695	735	2	597	4	1858	4	1858	3	4				1	1	1	3		9999					2					9999					0	"2010-08-29 01:37:27"	0							
696	736	2	597	4	1858	4	1858	1	23				1	9999	1	3		2					26					9999					0	"2010-08-29 01:38:05"	0							
697	737	2	597	4	1858	9	1858	3	13				1	9999	6	3		14					5	3				9999					0	"2010-08-29 01:38:43"	0							
698	738	2	597	4	1858	10	1858	3	11				1	1	1	3		14					2					1					0	"2010-08-29 01:39:37"	0							
699	739	2	597	5	1858	3	1864	2	54				1	1	1	3		2	10				17	11				9999					0	"2010-08-29 01:40:10"	0					"Note: Peasants complain to the governor, the Tsar's representative in the Caucasus and a state official who was inspecting the guberniya."		
700	740	2	597	5	1858	7	1858	3	47				1	1	1	3	"22"	12					2	18				9999					0	"2010-08-29 01:41:28"	0							
701	741	2	597	5	1858	5	1858	3	22				1	9999	1	3		9999					2					9999					0	"2010-08-29 01:42:16"	0							
702	742	2	597	5	1858	5	1858	3	43				1	9999	1	3		9999					2					1					0	"2010-08-29 01:43:26"	0							
703	743	2	597	5	1858	8	1858	3	16				1	1	1	3		9999					7	2	20			9999					0	"2010-08-29 01:44:38"	0							
704	744	2	598	5	1858	5	1858	3	49				1	9999	1	3		9999					7	5				9999					0	"2010-08-29 01:46:00"	0							
705	745	2	598	5	1858	9	1858	3	13				1	1	1	3		14					2					9999					0	"2010-08-29 01:46:32"	0							
706	746	2	598	5	1858	5	1858	1	36				1	1	1	3		22	5				14					9999					0	"2010-08-29 01:47:00"	0							
707	747	2	598	5	1858	12	1859	3	36				1	1	1	3	"120"	22					2	36				1					0	"2010-08-29 01:47:55"	0							
708	748	2	598	5	1858	5	1858	3	13				1	9999	1	3		9999					7	5				9999					0	"2010-08-29 01:48:48"	0							
709	749	2	598	5	1858	5	1858	3	13				1	1	1	3		7	2				36					9999					0	"2010-08-29 01:49:31"	0							
710	750	2	598	5	1858	5	1858	3	13				1	9999	1	3		9999					3	5				9999					0	"2010-08-29 01:50:13"	0							
711	751	2	598	5	1858	5	1858	3	36				1	9999	6	3		5					2					9999					0	"2010-08-29 01:51:01"	0							"11"
712	752	2	598	5	1858	5	1858	2	25				1	1	1	3		22	5				16					9999					0	"2010-08-29 01:51:49"	0							
713	753	2	599	5	1858	6	1858	3	36				1	1	1	3	"27"	2					24	36				1					0	"2010-08-29 01:52:30"	0							
714	754	2	599	5	1858	6	1858	3	29				1	1	1	3	"109"	22					2					1					0	"2010-08-29 01:53:10"	0							
715	755	2	599	5	1858	5	1858	1	16				1	9999	1	3		2					11					9999					0	"2010-08-29 01:53:43"	0							
716	756	2	599	5	1858	5	1858	2	18				2	6	9999	2		18	4				17					9999					0	"2010-08-29 01:54:20"	0		"7"					
717	757	2	599	5	1858	6	1858	3	43				1	2	1	3	"70"	22	6				2	11				1					0	"2010-08-29 01:56:03"	0							
718	758	2	599	5	1858	8	1858	2	49				1	1	1	3	"1505"	3	7				16	2				1					0	"2010-08-29 01:57:24"	0							
719	759	2	600	5	1858	4	1859	2	21				1	1	1	3		18	22				11	14				9999					0	"2010-08-29 01:59:01"	0							
720	760	2	600	5	1858	6	1858	3	39				1	1	1	3		22					2					1					0	"2010-08-29 01:59:54"	0							
721	761	2	600	5	1858	6	1858	3	11				1	2	1	3		2					7	24	26	36		3	1				0	"2010-08-29 02:00:50"	0							
722	762	2	600	5	1858	6	1858	3	29				1	1	1	3		9999					2	36				9999					0	"2010-08-29 02:06:18"	0							
723	763	2	600	5	1858	5	1858	1	40				1	6	9999	2		2					17					9999					0	"2010-08-29 02:07:11"	0		"8"					
724	764	2	600	5	1858	5	1858	1	12				1	1	1	3	"5"	9999					25					9999					0	"2010-08-29 02:08:00"	0							
725	765	2	600	5	1858	17	1859	2	21				1	1	1	3		11	16	18	10		14	16				9999					0	"2010-08-29 02:08:46"	0							
726	766	2	601	5	1858	5	1858	3	26				1	9999	1	3		9999					2					9999					0	"2010-08-29 02:10:00"	0							
727	767	2	601	5	1858	5	1858	3	23				1	9999	1	3		14					7					9999					0	"2010-08-29 02:10:25"	0							
728	768	2	601	5	1858	5	1858	1	33				1	2	9999	6		27					28					9999					0	"2010-08-29 02:11:00"	0					"Other: the burning down of 18 bread barns as a sign of a protest against collective ploughing of land."		
729	769	2	601	5	1858	5	1858	3	10				1	1	1	3	"17"	2					2					9999					0	"2010-08-29 02:13:37"	0							
730	770	2	601	5	1858	10	1858	2	14				1	1	1	3	"370"	4	18	12			11	14	17			9999					0	"2010-08-29 02:14:25"	0					"Note: Peasant type = Free people and peasants."		
731	771	2	601	14	1858	14	1858	3	49				1	3	3	3	"More than 950"	14					5					1					0	"2010-08-29 02:17:04"	0							
732	772	2	601	14	1858	14	1858	3	49				1	6	6	3		14					2	7	5			9999					0	"2010-08-29 02:18:10"	0		"9"					"7"
733	773	2	601	14	1858	14	1858	3	37				1	1	1	3		9999					7	24	26			9999					0	"2010-08-29 02:19:45"	0							
734	774	2	601	14	1858	14	1858	3	37				1	1	1	3		9999					7	2	36			9999					0	"2010-08-29 02:20:44"	0							
735	775	2	601	14	1858	14	1858	3	37				1	1	1	3		9999					7					9999					0	"2010-08-29 02:21:58"	0							
736	776	2	601	14	1858	7	1858	2	27				1	2	2	3		9999					7	2				1					0	"2010-08-29 02:22:35"	0							
737	777	2	602	6	1858	11	1859	3	34				1	9999	1	3	"185"	22					5	7	3			1					0	"2010-09-04 17:14:01"	0							
738	778	2	602	6	1858	6	1858	3	22				1	9999	1	3		14					2					9999					0	"2010-09-04 17:15:37"	0							
739	779	2	602	6	1858	6	1858	3	22				1	1	1	3		14					7	5				9999					0	"2010-09-04 17:17:30"	0							
740	780	2	602	6	1858	6	1858	3	13				1	9999	1	3		9999					2					9999					0	"2010-09-04 17:19:06"	0							
741	781	2	602	6	1858	6	1858	1	9				1	1	1	3	"30"	11	18				11					9999					0	"2010-09-04 17:19:47"	0							
742	782	2	602	6	1858	6	1858	3	17				1	9999	1	3	"266"	18					2					9999					0	"2010-09-04 17:23:38"	0							
743	783	2	602	6	1858	6	1858	3	18				1	1	1	3		18					2					9999					0	"2010-09-04 17:26:58"	0					"Note: The peasants forbid the manager of the estate to sell the forest because they believed that that the forest will become theirs."		
744	784	2	602	6	1858	6	1858	3	22				1	1	1	3		14					2					9999					0	"2010-09-04 17:31:06"	0							
745	785	2	602	6	1858	6	1858	3	32				1	1	1	3	"100"	9999					7					1					0	"2010-09-04 17:33:02"	0							
746	786	2	603	6	1858	6	1858	1	50				1	9999	1	3	"200"	17	18				16					9999					0	"2010-09-04 17:36:26"	0							
747	787	2	603	6	1858	6	1858	3	22				1	9999	1	3		14	21				2	36				9999					0	"2010-09-04 17:38:42"	0							
748	788	2	603	6	1858	6	1858	3	36				1	9999	1	3		14					2	36				1					0	"2010-09-04 17:41:02"	0							
749	789	2	603	5	1858	7	1858	1	34				1	1	1	3		9999					7	24	26			9999					0	"2010-09-04 17:42:08"	0							
750	790	2	603	6	1858	6	1858	1	19				1	1	1	3		7	1	2			12					9999					0	"2010-09-04 17:44:32"	0							
751	791	2	603	6	1858	6	1858	3	11				1	1	1	3		14					7					9999					0	"2010-09-04 17:45:27"	0							
752	792	2	603	6	1858	6	1858	3	17				1	1	1	3		9999					2					9999					0	"2010-09-04 17:51:07"	0							
753	793	2	603	6	1858	6	1858	3	22				1	1	1	3	"20"	14	5	2	4		2					9999					0	"2010-09-04 17:58:56"	0							
754	794	2	604	6	1858	6	1858	3	34				1	9999	1	3		5					34	11				9999					0	"2010-09-04 18:00:10"	0							
755	795	2	604	6	1858	6	1858	3	40				1	1	1	3		18					23	2				9999					0	"2010-09-04 18:15:17"	0							
756	796	2	604	6	1858	6	1858	1	10				1	1	1	3	"635"	2					26					9999					0	"2010-09-04 18:16:17"	0							
757	797	2	604	6	1858	6	1858	3	34				1	9999	1	3		4	3	2			7					9999					0	"2010-09-04 18:22:39"	0							
758	798	2	604	6	1858	6	1858	3	10				1	9999	1	3	"170"	9999					2	36				1					0	"2010-09-04 18:39:29"	0							
759	799	2	604	6	1858	6	1858	3	22				1	9999	1	3		14					2					9999					0	"2010-09-04 18:40:30"	0							
760	800	2	604	6	1858	6	1858	3	27				1	9999	1	3		9999					34					9999					0	"2010-09-04 18:41:07"	0							
761	801	2	604	6	1858	6	1858	3	27				1	9999	1	3		2					2					9999					0	"2010-09-04 18:41:38"	0							
762	802	2	604	6	1858	6	1858	3	16				1	9999	1	3		2					3	2				9999					0	"2010-09-04 18:42:35"	0							
763	803	2	604	6	1858	7	1858	3	8				1	1	1	3	"138"	22	5				2					1					0	"2010-09-04 18:43:16"	0							
764	804	2	605	6	1858	6	1858	3	13				1	1	1	3		7	1				2					9999					0	"2010-09-04 18:52:09"	0							
765	805	2	608	6	1858	9	1858	3	26				1	5	1	3		5					30					1					0	"2010-09-04 18:52:43"	0							
766	806	2	605	6	1858	7	1858	2	7				1	4	1	2		7					17					9999					0	"2010-09-04 18:54:14"	0							
767	807	2	605	6	1858	6	1858	3	27				1	1	1	3		9999					2					1					0	"2010-09-04 18:54:59"	0							
768	808	2	605	6	1858	6	1858	1	39				1	9999	1	3		2					24					9999					0	"2010-09-04 18:55:31"	0							
769	809	2	605	6	1858	12	1859	2	39				1	1	1	3		11	18	17			11	14				9999					0	"2010-09-04 18:58:11"	0							
770	810	2	605	6	1858	7	1858	1	16				1	1	1	3		4					11	2				9999					0	"2010-09-04 19:11:00"	0							
771	811	2	605	6	1858	7	1858	1	13				1	9999	1	3		14					2					9999					0	"2010-09-04 19:12:26"	0							
772	812	2	605	6	1858	8	1858	3	34				1	1	1	3		9999					2					4					0	"2010-09-04 19:23:53"	0							
773	813	2	606	6	1858	12	1858	3	33				1	9999	1	3		9999					7					1					0	"2010-09-04 19:26:42"	0							
774	814	2	606	6	1858	11	1859	2	23				1	1	1	3		2	7	8	17		16					9999					0	"2010-09-04 19:27:18"	0							
775	815	2	606	7	1858	7	1858	3	34				1	1	1	3		9999					7	2				9999					0	"2010-09-04 19:29:35"	0							
776	816	2	606	7	1858	7	1858	3	39				1	1	1	3	"476"	5					30					1					0	"2010-09-04 19:38:12"	0							
777	817	2	606	7	1858	7	1858	1	23				2	9999	9999	2		2					17					9999					0	"2010-09-04 19:40:53"	0							
778	818	2	606	7	1858	7	1858	3	55				1	1	9999	3		9999					2					9999					0	"2010-09-04 19:43:52"	0							
779	819	2	606	7	1858	7	1858	3	22				1	9999	1	3		14					7					9999					0	"2010-09-04 19:45:27"	0							
780	820	2	606	7	1858	7	1858	3	29				1	1	1	3		14					7					9999					0	"2010-09-04 19:46:43"	0							
781	821	2	607	7	1858	7	1858	3	49				1	1	1	3	"142"	4	14				7					1					0	"2010-09-04 19:47:42"	0							
782	822	2	607	7	1858	7	1858	3	13				1	1	1	3		9999					5	36				9999					0	"2010-09-04 19:59:58"	0							
783	823	3	607	7	1858	7	1858	3	13				2	9999	9999	3		14					5	7				9999					0	"2010-09-04 20:00:45"	0							
784	824	2	607	7	1858	10	1858	2	42				1	9999	1	3	"250"	1	2	24			11	7				1					0	"2010-09-04 20:12:41"	0							
785	825	2	607	7	1858	7	1858	3	32				1	9999	1	3		9999					2	31				1					0	"2010-09-04 20:14:23"	0							
786	826	2	607	7	1858	9	1859	3	32				1	9999	1	3		14	2				7	6	15			1					0	"2010-09-04 20:15:10"	0							
787	827	2	607	7	1858	7	1858	3	13				1	2	9999	2		14					2					9999					0	"2010-09-04 20:16:33"	0							
788	828	2	608	7	1858	7	1858	3	30				1	9999	1	3		9999					7					9999					0	"2010-09-04 20:21:57"	0							
789	829	2	608	7	1858	7	1858	1	23				1	1	1	3		1	24				17	34	2			9999					0	"2010-09-04 20:28:55"	0							
790	830	2	608	7	1858	7	1858	3	11				1	1	1	3	"8"	9999					2					9999					0	"2010-09-04 20:30:01"	0							
791	831	2	608	7	1858	7	1858	3	13				1	9999	1	3	"5"	14					7	34				9999					0	"2010-09-04 20:31:56"	0							
792	832	2	608	7	1858	8	1858	2	10				1	1	1	3		4	1	7			2	16	36			9999					0	"2010-09-04 20:32:57"	0							
793	833	2	608	7	1858	8	1858	3	34				1	9999	1	3		9999					7					9999					0	"2010-09-04 20:42:15"	0							
794	834	2	608	7	1858	7	1858	3	36				1	1	1	3		14					7	23				1					0	"2010-09-04 20:42:48"	0							
795	835	2	608	7	1858	7	1858	1	27				1	9999	1	3	"135"	2					26	17				9999					0	"2010-09-04 20:44:19"	0							
796	836	2	608	7	1858	11	1859	2	43				1	1	1	3		2	1	7			11	14				9999					0	"2010-09-04 20:45:21"	0							
797	837	2	608	7	1858	7	1858	1	21				1	9999	1	3		2	1	4			27					9999					0	"2010-09-04 20:53:49"	0							
798	838	2	609	7	1858	8	1858	3	43				1	1	1	3		5					2	7				9999					0	"2010-09-04 20:54:46"	0							
799	839	2	609	7	1858	7	1858	3	10				1	1	1	3	"169"	2	1				2	36				1					0	"2010-09-04 20:55:27"	0							
800	840	2	609	7	1858	7	1858	3	33				1	1	1	3		9999					2					1					0	"2010-09-04 20:56:34"	0							
801	841	2	609	7	1858	7	1858	3	9				1	9999	1	3		22					2					9999					0	"2010-09-04 20:57:07"	0							
802	842	2	609	7	1858	7	1858	1	34				1	1	1	3	"8"	1	2				15					9999					0	"2010-09-04 20:57:41"	0							
803	843	2	609	7	1858	8	1858	3	36				1	9999	3	3		14					2					1					0	"2010-09-04 21:05:25"	0							
804	844	2	609	7	1858	8	1858	3	4				1	1	1	3		9999					2					1					0	"2010-09-04 21:07:54"	0							
805	845	2	609	7	1858	7	1858	1	21				1	1	1	3		2					24					9999					0	"2010-09-04 21:08:47"	0							
806	846	2	610	7	1858	7	1858	1	22				1	1	1	3		2	19				17					9999					0	"2010-09-04 21:09:56"	0							
807	847	2	610	7	1858	8	1858	3	27				1	9999	1	3		1	2	14			2					9999					0	"2010-09-04 22:47:59"	0							
808	848	2	610	7	1858	7	1858	2	18				1	1	1	3		1	8				11	16				9999					0	"2010-09-04 22:48:52"	0							
809	849	2	610	7	1858	7	1858	3	23				1	1	1	3		9999					7	2	18	36		9999					0	"2010-09-04 22:49:35"	0							
810	850	2	610	7	1858	7	1858	3	34				1	1	1	3		5					6	23	28			9999					0	"2010-09-04 22:50:45"	0							
811	851	2	610	7	1858	8	1858	3	49				1	1	1	3		14					7					9999					0	"2010-09-04 22:51:45"	0							
812	852	2	610	7	1858	8	1858	3	49				1	1	1	3		27					7					9999					0	"2010-09-04 22:52:19"	0					"Other: the incorrect interpretation of the first rescripts by the tsar about the creation of guberniya committies."		
813	853	2	610	7	1858	11	1858	2	23				1	1	1	3	"20"	2					11	13	15			9999					0	"2010-09-04 22:54:16"	0							
814	854	2	610	8	1858	8	1858	3	24				6	9999	6	3		10					7					9999					0	"2010-09-04 22:55:03"	0							
815	855	2	610	8	1858	8	1858	1	45				1	9999	1	3		2					24					9999					0	"2010-09-04 22:56:07"	0							
816	856	2	610	8	1858	9	1858	2	34				1	1	1	3		2	1				11	16				9999					0	"2010-09-04 22:56:48"	0							
817	857	2	611	8	1858	8	1858	1	11				1	1	1	3	"3"	14					24					9999					0	"2010-09-04 22:57:30"	0							
818	858	2	611	8	1858	8	1858	3	51				1	7	1	3		14					7					9999					0	"2010-09-04 22:58:26"	0							
819	859	2	611	8	1858	8	1858	3	13				1	1	1	3		14					7	21				9999					0	"2010-09-04 22:59:03"	0							
820	860	2	611	8	1858	9	1858	3	13				1	1	1	3		7	1	19	2		2	16				9999					0	"2010-09-04 22:59:53"	0							
821	861	2	611	8	1858	8	1858	1	51				1	9999	1	3		22					16					9999					0	"2010-09-04 23:00:47"	0							
822	862	2	611	8	1858	8	1858	3	21				1	2	1	3		9999					7	2	36			1					0	"2010-09-04 23:01:30"	0							
823	863	2	611	8	1858	2	1859	2	39				1	1	1	3	"420"	1	2				2	11	14	12		1					0	"2010-09-04 23:02:27"	0							
824	864	2	612	8	1858	9	1858	3	10				1	1	1	3		14	5				7					9999					0	"2010-09-04 23:03:37"	0							
825	865	2	612	8	1858	8	1858	3	37				1	1	1	3		9999					7	24				9999					0	"2010-09-04 23:04:47"	0							
826	866	2	612	8	1858	8	1858	2	14				1	9999	2	3		2	4				11					9999					0	"2010-09-04 23:05:23"	0							
827	867	2	612	8	1858	8	1858	3	13				1	1	1	3		14					7					9999					0	"2010-09-04 23:06:06"	0							
828	868	2	612	8	1858	10	1858	3	23				1	1	1	3	"19"	12					2	7	3			9999					0	"2010-09-04 23:06:37"	0							
829	869	2	612	8	1858	8	1858	3	9				1	1	1	3		22					2					9999					0	"2010-09-04 23:07:37"	0							
830	870	2	612	8	1858	8	1858	3	10				1	1	1	3	"684"	2					2					9999					0	"2010-09-04 23:08:22"	0							
831	871	2	612	8	1858	10	1858	3	21				1	1	9999	2	"2000"	5	18				2					1					0	"2010-09-04 23:08:56"	0							
832	872	2	612	8	1858	8	1858	3	41				1	1	1	3		9999					3	20				9999					0	"2010-09-04 23:09:53"	0							
833	873	2	612	8	1858	8	1858	3	13				1	2	1	3		9999					5	2				9999					0	"2010-09-04 23:10:32"	0							
834	874	2	613	8	1858	8	1858	3	33				1	1	1	3		14					2					1					0	"2010-09-04 23:11:07"	0							
835	875	2	613	8	1858	8	1858	1	34				1	2	1	3		14					7	26				9999					0	"2010-09-04 23:11:44"	0							
836	876	2	613	8	1858	8	1858	1	21				1	1	1	3	"62"	19	24				34	15				1					0	"2010-09-04 23:12:34"	0							
837	877	2	613	8	1858	8	1858	2	18				1	9999	1	3		5	1	2			16					9999					0	"2010-09-04 23:13:55"	0							
838	878	2	613	8	1858	8	1858	1	43				1	1	1	3		1	2				16					9999					0	"2010-09-04 23:14:50"	0							
839	879	2	613	8	1858	8	1858	1	45				1	2	1	3	"5"	2					27					9999					0	"2010-09-04 23:15:33"	0							
840	880	2	613	8	1858	8	1858	1	9				1	1	1	3		5	22				16					9999					0	"2010-09-04 23:16:28"	0							
841	881	2	613	8	1858	8	1858	2	18				1	1	1	3		5	1	2			16					9999					0	"2010-09-04 23:17:14"	0							
842	882	2	613	8	1858	9	1858	3	8				1	1	1	3		2					36					1					0	"2010-09-04 23:17:57"	0					"Cause: complaint of the landowner to the police, who tried to punish the peasants."		
843	883	2	614	8	1858	9	1858	3	48				1	1	1	3		9999					7	20				1					0	"2010-09-04 23:19:38"	0							
844	884	2	614	8	1858	8	1858	3	15				1	2	1	3		14					7					9999					0	"2010-09-04 23:20:18"	0							
845	885	2	614	8	1858	8	1858	1	43				1	1	1	3		1	7	4			16					9999					0	"2010-09-04 23:21:10"	0							
846	886	2	614	8	1858	11	1859	2	14				1	9999	1	3		11	2				16					9999					0	"2010-09-04 23:22:23"	0							
847	887	2	614	8	1858	8	1858	1	49				1	1	1	3		5	7	1	2		16					9999					0	"2010-09-04 23:23:20"	0							
848	888	2	614	8	1858	9	1858	2	23				1	1	1	3	"3"	9999					28					9999					1	"2010-09-04 23:24:12"	0					"Note: the peasants set fire to the landowner's house three times."		
849	889	2	614	8	1858	8	1858	3	30				1	9999	1	3		9999					7	26				9999					0	"2010-09-04 23:25:10"	0							
850	890	2	614	8	1858	9	1858	2	19				1	6	9999	6	"6007"	4	3	2			16	2	36			3	1				0	"2010-09-04 23:25:55"	0							
851	891	2	615	8	1858	8	1858	2	17				1	3	1	3		2					16					9999					0	"2010-09-04 23:27:21"	0							
852	892	2	615	8	1858	8	1858	3	49				1	1	1	3	"400"	4					7					9999					0	"2010-09-04 23:27:55"	0							
853	893	2	615	8	1858	8	1858	3	26				1	1	1	3		9999					3					9999					0	"2010-09-04 23:28:30"	0							
854	894	2	615	8	1858	8	1858	3	34				1	1	1	3		19					7					9999					0	"2010-09-04 23:29:01"	0					"Note: Peasants refuse to provide barshchina until the headman is changed."		
855	895	2	615	15	1858	9	1858	1	41				1	9999	1	3		4	22	5			18					9999					0	"2010-09-04 23:33:24"	0							
856	896	2	615	9	1858	9	1858	3	45				1	1	1	3	"70"	1	4				33					9999					0	"2010-09-04 23:34:11"	0							
857	897	2	615	9	1858	9	1858	1	16				1	9999	1	3		22	5	17			14					9999					0	"2010-09-04 23:35:02"	0							
858	898	2	615	9	1858	11	1858	2	41				1	9999	1	3		1	4	14			16	2				9999					0	"2010-09-04 23:35:54"	0							
859	899	2	615	9	1858	9	1858	1	20				1	9999	1	3		12	17	1			16					9999					0	"2010-09-04 23:37:00"	0							
860	900	2	615	9	1858	10	1858	3	21				1	1	1	3		22					2	7				1					0	"2010-09-04 23:37:49"	0							
861	901	2	616	9	1858	9	1858	3	13				1	1	1	3		9999					5					9999					0	"2010-09-04 23:38:55"	0							
862	902	2	616	9	1858	9	1858	3	11				1	1	1	3		9999					7	2				1					0	"2010-09-04 23:39:26"	0							
863	903	2	616	9	1858	10	1858	3	3				2	6	9999	3		10	2				3	2	11			1					0	"2010-09-04 23:40:06"	0		"13"					
864	904	2	616	9	1858	9	1858	3	36				1	1	1	3		14					7	2				1					0	"2010-09-04 23:41:35"	0							
865	905	2	616	9	1858	9	1859	2	14				1	1	9999	2		2					17					9999					0	"2010-09-04 23:42:25"	0							
866	906	2	616	9	1858	9	1858	3	21				1	1	1	3		9999					2					9999					0	"2010-09-04 23:43:24"	0							
867	907	2	616	9	1858	9	1858	3	19				1	1	1	3	"115"	14					5	7	36			1					0	"2010-09-04 23:43:51"	0							
868	908	2	616	9	1858	7	1861	2	44				1	1	1	3		2					13	16				9999					0	"2010-09-04 23:44:45"	0							
869	909	2	617	9	1858	9	1858	1	3				1	1	1	3	"45"	10	2				11					9999					0	"2010-09-04 23:45:27"	0							
870	910	2	617	9	1858	10	1858	3	29				1	1	1	3	"194"	2					2	36	26			1					0	"2010-09-04 23:46:05"	0							
871	911	2	617	9	1858	9	1858	3	30				1	1	1	3		9999					2					1					0	"2010-09-04 23:47:09"	0							
872	912	2	617	9	1858	9	1858	1	41				1	1	9999	2	"56"	2					11					9999					0	"2010-09-04 23:47:36"	0							
873	913	2	617	9	1858	9	1858	3	16				1	2	1	3		9999					3	6				1					0	"2010-09-04 23:48:23"	0							
874	914	2	617	9	1858	9	1858	3	23				1	1	1	3		1					36					1					0	"2010-09-04 23:49:27"	0							
875	915	2	617	9	1858	9	1858	1	36				1	9999	1	3		1					18					9999					0	"2010-09-04 23:50:07"	0							
876	916	2	617	10	1858	10	1858	1	23				1	1	1	3		22	5	2			25					9999					0	"2010-09-04 23:50:42"	0							
877	917	2	617	10	1858	10	1858	3	47				1	9999	1	3		2	4				2					9999					0	"2010-09-04 23:51:24"	0							
878	918	2	617	10	1858	10	1858	1	34				1	2	1	3		9999					24					9999					0	"2010-09-04 23:52:07"	0							
879	919	2	618	10	1858	3	1859	3	10				1	9999	1	3		9999					2					9999					0	"2010-09-04 23:54:43"	0							
880	920	2	618	10	1858	11	1859	2	41				1	1	9999	2	"2751"	4	2				14	17	15			9999					0	"2010-09-04 23:55:14"	0							
881	921	2	618	10	1858	10	1858	3	32				1	1	1	3		9999					2					9999					0	"2010-09-04 23:56:14"	0							
882	922	2	618	10	1858	8	1859	2	21				1	1	1	3	"30"	12	17				14					9999					0	"2010-09-04 23:56:40"	0							
883	923	2	618	10	1858	12	1858	2	36				1	1	1	3		17	18	22			13	14				9999					0	"2010-09-04 23:57:37"	0							
884	924	2	618	10	1858	10	1858	1	50				1	9999	1	3		17	18				16					9999					0	"2010-09-04 23:59:05"	0							
885	925	2	618	10	1858	10	1858	1	16				1	1	1	3		1	2				16					9999					0	"2010-09-04 23:59:53"	0							
